utterance_id,language,intent,text
BEN0353,Bengali,today_tasks,আজকের কাজের তালিকা দেখাও
BEN0354,Bengali,today_tasks,আজকের কাজগুলো বলো
BEN0355,Bengali,today_tasks,আজ আমাকে কী করতে হবে
BEN0356,Bengali,today_tasks,আজকের টাস্কগুলো দেখাও
BEN0357,Bengali,today_tasks,আজকের কাজ সম্পর্কে বলো
BEN0358,Bengali,today_tasks,আমার আজকের কাজ কী
BEN0359,Bengali,today_tasks,আজকের কাজের তালিকা চাই
BEN0360,Bengali,today_tasks,আজ কী কী করতে হবে বলো
BEN0361,Bengali,today_tasks,আজকের কাজগুলো দেখাও
BEN0362,Bengali,today_tasks,আজ আমার কী কাজ আছে
BEN0363,Bengali,today_tasks,আজকের কাজের তালিকা দেখাও
BEN0364,Bengali,today_tasks,আজকের কাজগুলো বলো
BEN0365,Bengali,today_tasks,আজ আমাকে কী করতে হবে
BEN0366,Bengali,today_tasks,আজকের টাস্কগুলো দেখাও
BEN0367,Bengali,today_tasks,আজকের কাজ সম্পর্কে বলো
BEN0368,Bengali,today_tasks,আমার আজকের কাজ কী
BEN0369,Bengali,today_tasks,আজকের কাজের তালিকা চাই
BEN0370,Bengali,today_tasks,আজ কী কী করতে হবে বলো
BEN0371,Bengali,today_tasks,আজকের কাজগুলো দেখাও
BEN0372,Bengali,today_tasks,আজ আমার কী কাজ আছে
BEN0373,Bengali,today_tasks,আজকের কাজের তালিকা দেখাও
BEN0374,Bengali,today_tasks,আজকের কাজগুলো বলো
BEN0375,Bengali,today_tasks,আজ আমাকে কী করতে হবে
BEN0376,Bengali,today_tasks,আজকের টাস্কগুলো দেখাও
BEN0377,Bengali,today_tasks,আজকের কাজ সম্পর্কে বলো
BEN0378,Bengali,today_tasks,আমার আজকের কাজ কী
BEN0379,Bengali,today_tasks,আজকের কাজের তালিকা চাই
BEN0380,Bengali,today_tasks,আজ কী কী করতে হবে বলো
BEN0381,Bengali,today_tasks,আজকের কাজগুলো দেখাও
BEN0382,Bengali,today_tasks,আজ আমার কী কাজ আছে
BEN0383,Bengali,today_tasks,আজকের কাজের তালিকা দেখাও
BEN0384,Bengali,today_tasks,আজকের কাজগুলো বলো
BEN0385,Bengali,today_tasks,আজ আমাকে কী করতে হবে
BEN0386,Bengali,today_tasks,আজকের টাস্কগুলো দেখাও
BEN0387,Bengali,today_tasks,আজকের কাজ সম্পর্কে বলো
BEN0388,Bengali,today_tasks,আমার আজকের কাজ কী
BEN0389,Bengali,today_tasks,আজকের কাজের তালিকা চাই
BEN0390,Bengali,today_tasks,আজ কী কী করতে হবে বলো
BEN0391,Bengali,today_tasks,আজকের কাজগুলো দেখাও
BEN0392,Bengali,today_tasks,আজ আমার কী কাজ আছে
BEN0393,Bengali,today_tasks,আজকের কাজের তালিকা দেখাও
BEN0394,Bengali,today_tasks,আজকের কাজগুলো বলো
BEN0395,Bengali,today_tasks,আজ আমাকে কী করতে হবে
BEN0396,Bengali,today_tasks,আজকের টাস্কগুলো দেখাও
BEN0397,Bengali,today_tasks,আজকের কাজ সম্পর্কে বলো
BEN0398,Bengali,today_tasks,আমার আজকের কাজ কী
BEN0399,Bengali,today_tasks,আজকের কাজের তালিকা চাই
BEN0400,Bengali,today_tasks,আজ কী কী করতে হবে বলো
BEN0401,Bengali,repeat,আবার বলো
BEN0402,Bengali,repeat,আরেকবার বলো
BEN0403,Bengali,repeat,কথাটা আবার বলো
BEN0404,Bengali,repeat,আবার বলুন
BEN0405,Bengali,repeat,আরেকবার বলুন
BEN0406,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0407,Bengali,repeat,আবার শুনতে চাই
BEN0408,Bengali,repeat,আবার বলো দয়া করে
BEN0409,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0410,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0411,Bengali,repeat,আবার বলো
BEN0412,Bengali,repeat,আরেকবার বলো
BEN0413,Bengali,repeat,কথাটা আবার বলো
BEN0414,Bengali,repeat,আবার বলুন
BEN0415,Bengali,repeat,আরেকবার বলুন
BEN0416,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0417,Bengali,repeat,আবার শুনতে চাই
BEN0418,Bengali,repeat,আবার বলো দয়া করে
BEN0419,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0420,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0421,Bengali,repeat,আবার বলো
BEN0422,Bengali,repeat,আরেকবার বলো
BEN0423,Bengali,repeat,কথাটা আবার বলো
BEN0424,Bengali,repeat,আবার বলুন
BEN0425,Bengali,repeat,আরেকবার বলুন
BEN0426,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0427,Bengali,repeat,আবার শুনতে চাই
BEN0428,Bengali,repeat,আবার বলো দয়া করে
BEN0429,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0430,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0431,Bengali,repeat,আবার বলো
BEN0432,Bengali,repeat,আরেকবার বলো
BEN0433,Bengali,repeat,কথাটা আবার বলো
BEN0434,Bengali,repeat,আবার বলুন
BEN0435,Bengali,repeat,আরেকবার বলুন
BEN0436,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0437,Bengali,repeat,আবার শুনতে চাই
BEN0438,Bengali,repeat,আবার বলো দয়া করে
BEN0439,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0440,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0441,Bengali,repeat,আবার বলো
BEN0442,Bengali,repeat,আরেকবার বলো
BEN0443,Bengali,repeat,কথাটা আবার বলো
BEN0444,Bengali,repeat,আবার বলুন
BEN0445,Bengali,repeat,আরেকবার বলুন
BEN0446,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0447,Bengali,repeat,আবার শুনতে চাই
BEN0448,Bengali,repeat,আবার বলো দয়া করে
BEN0449,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0450,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0451,Bengali,repeat,আবার বলো
BEN0452,Bengali,repeat,আরেকবার বলো
BEN0453,Bengali,repeat,কথাটা আবার বলো
BEN0454,Bengali,repeat,আবার বলুন
BEN0455,Bengali,repeat,আরেকবার বলুন
BEN0456,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0457,Bengali,repeat,আবার শুনতে চাই
BEN0458,Bengali,repeat,আবার বলো দয়া করে
BEN0459,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0460,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0461,Bengali,repeat,আবার বলো
BEN0462,Bengali,repeat,আরেকবার বলো
BEN0463,Bengali,repeat,কথাটা আবার বলো
BEN0464,Bengali,repeat,আবার বলুন
BEN0465,Bengali,repeat,আরেকবার বলুন
BEN0466,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0467,Bengali,repeat,আবার শুনতে চাই
BEN0468,Bengali,repeat,আবার বলো দয়া করে
BEN0469,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0470,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0471,Bengali,repeat,আবার বলো
BEN0472,Bengali,repeat,আরেকবার বলো
BEN0473,Bengali,repeat,কথাটা আবার বলো
BEN0474,Bengali,repeat,আবার বলুন
BEN0475,Bengali,repeat,আরেকবার বলুন
BEN0476,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0477,Bengali,repeat,আবার শুনতে চাই
BEN0478,Bengali,repeat,আবার বলো দয়া করে
BEN0479,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0480,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0481,Bengali,repeat,আবার বলো
BEN0482,Bengali,repeat,আরেকবার বলো
BEN0483,Bengali,repeat,কথাটা আবার বলো
BEN0484,Bengali,repeat,আবার বলুন
BEN0485,Bengali,repeat,আরেকবার বলুন
BEN0486,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0487,Bengali,repeat,আবার শুনতে চাই
BEN0488,Bengali,repeat,আবার বলো দয়া করে
BEN0489,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0490,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0491,Bengali,repeat,আবার বলো
BEN0492,Bengali,repeat,আরেকবার বলো
BEN0493,Bengali,repeat,কথাটা আবার বলো
BEN0494,Bengali,repeat,আবার বলুন
BEN0495,Bengali,repeat,আরেকবার বলুন
BEN0496,Bengali,repeat,যেটা বলেছিলে আবার বলো
BEN0497,Bengali,repeat,আবার শুনতে চাই
BEN0498,Bengali,repeat,আবার বলো দয়া করে
BEN0499,Bengali,repeat,শেষ কথাটা আবার বলো
BEN0500,Bengali,repeat,আরেকবার বুঝিয়ে বলো
BEN0501,Bengali,stop,থামো
BEN0502,Bengali,stop,বন্ধ করো
BEN0503,Bengali,stop,এটা বন্ধ করো
BEN0504,Bengali,stop,গেম বন্ধ করো
BEN0505,Bengali,stop,খেলা থামাও
BEN0506,Bengali,stop,এখন থামো
BEN0507,Bengali,stop,বন্ধ করুন
BEN0508,Bengali,stop,থামিয়ে দাও
BEN0509,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0510,Bengali,stop,এখন বন্ধ করতে চাই
BEN0511,Bengali,stop,থামো
BEN0512,Bengali,stop,বন্ধ করো
BEN0513,Bengali,stop,এটা বন্ধ করো
BEN0514,Bengali,stop,গেম বন্ধ করো
BEN0515,Bengali,stop,খেলা থামাও
BEN0516,Bengali,stop,এখন থামো
BEN0517,Bengali,stop,বন্ধ করুন
BEN0518,Bengali,stop,থামিয়ে দাও
BEN0519,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0520,Bengali,stop,এখন বন্ধ করতে চাই
BEN0521,Bengali,stop,থামো
BEN0522,Bengali,stop,বন্ধ করো
BEN0523,Bengali,stop,এটা বন্ধ করো
BEN0524,Bengali,stop,গেম বন্ধ করো
BEN0525,Bengali,stop,খেলা থামাও
BEN0526,Bengali,stop,এখন থামো
BEN0527,Bengali,stop,বন্ধ করুন
BEN0528,Bengali,stop,থামিয়ে দাও
BEN0529,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0530,Bengali,stop,এখন বন্ধ করতে চাই
BEN0531,Bengali,stop,থামো
BEN0532,Bengali,stop,বন্ধ করো
BEN0533,Bengali,stop,এটা বন্ধ করো
BEN0534,Bengali,stop,গেম বন্ধ করো
BEN0535,Bengali,stop,খেলা থামাও
BEN0536,Bengali,stop,এখন থামো
BEN0537,Bengali,stop,বন্ধ করুন
BEN0538,Bengali,stop,থামিয়ে দাও
BEN0539,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0540,Bengali,stop,এখন বন্ধ করতে চাই
BEN0541,Bengali,stop,থামো
BEN0542,Bengali,stop,বন্ধ করো
BEN0543,Bengali,stop,এটা বন্ধ করো
BEN0544,Bengali,stop,গেম বন্ধ করো
BEN0545,Bengali,stop,খেলা থামাও
BEN0546,Bengali,stop,এখন থামো
BEN0547,Bengali,stop,বন্ধ করুন
BEN0548,Bengali,stop,থামিয়ে দাও
BEN0549,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0550,Bengali,stop,এখন বন্ধ করতে চাই
BEN0551,Bengali,stop,থামো
BEN0552,Bengali,stop,বন্ধ করো
BEN0553,Bengali,stop,এটা বন্ধ করো
BEN0554,Bengali,stop,গেম বন্ধ করো
BEN0555,Bengali,stop,খেলা থামাও
BEN0556,Bengali,stop,এখন থামো
BEN0557,Bengali,stop,বন্ধ করুন
BEN0558,Bengali,stop,থামিয়ে দাও
BEN0559,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0560,Bengali,stop,এখন বন্ধ করতে চাই
BEN0561,Bengali,stop,থামো
BEN0562,Bengali,stop,বন্ধ করো
BEN0563,Bengali,stop,এটা বন্ধ করো
BEN0564,Bengali,stop,গেম বন্ধ করো
BEN0565,Bengali,stop,খেলা থামাও
BEN0566,Bengali,stop,এখন থামো
BEN0567,Bengali,stop,বন্ধ করুন
BEN0568,Bengali,stop,থামিয়ে দাও
BEN0569,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0570,Bengali,stop,এখন বন্ধ করতে চাই
BEN0571,Bengali,stop,থামো
BEN0572,Bengali,stop,বন্ধ করো
BEN0573,Bengali,stop,এটা বন্ধ করো
BEN0574,Bengali,stop,গেম বন্ধ করো
BEN0575,Bengali,stop,খেলা থামাও
BEN0576,Bengali,stop,এখন থামো
BEN0577,Bengali,stop,বন্ধ করুন
BEN0578,Bengali,stop,থামিয়ে দাও
BEN0579,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0580,Bengali,stop,এখন বন্ধ করতে চাই
BEN0581,Bengali,stop,থামো
BEN0582,Bengali,stop,বন্ধ করো
BEN0583,Bengali,stop,এটা বন্ধ করো
BEN0584,Bengali,stop,গেম বন্ধ করো
BEN0585,Bengali,stop,খেলা থামাও
BEN0586,Bengali,stop,এখন থামো
BEN0587,Bengali,stop,বন্ধ করুন
BEN0588,Bengali,stop,থামিয়ে দাও
BEN0589,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0590,Bengali,stop,এখন বন্ধ করতে চাই
BEN0591,Bengali,stop,থামো
BEN0592,Bengali,stop,বন্ধ করো
BEN0593,Bengali,stop,এটা বন্ধ করো
BEN0594,Bengali,stop,গেম বন্ধ করো
BEN0595,Bengali,stop,খেলা থামাও
BEN0596,Bengali,stop,এখন থামো
BEN0597,Bengali,stop,বন্ধ করুন
BEN0598,Bengali,stop,থামিয়ে দাও
BEN0599,Bengali,stop,গেমটি বন্ধ করে দাও
BEN0600,Bengali,stop,এখন বন্ধ করতে চাই
